invoice_id,vendor,category,amount_czk,issued_on,due_on,po_number,cost_center,approver,is_anomaly,anomaly_type
INV-002029,Red Hat Czech s.r.o.,software,54531.62,2025-04-30,2025-05-18,PO-80075,CC-179,kvarga,0,
INV-002030,JetBrains s.r.o.,software,6434.94,2025-10-07,2025-11-15,PO-68492,CC-224,tklimes,0,
INV-002031,AWS EMEA SARL,cloud,44726.64,2025-09-05,2025-10-10,PO-48691,CC-262,kvarga,0,
INV-002032,KPMG Česká republika,consulting,108245.08,2025-12-08,2026-01-09,PO-56450,CC-214,tklimes,0,
INV-002033,Grafton Recruitment,hr_services,74107.23,2025-07-09,2025-07-24,PO-41056,CC-214,ldvorak,0,
INV-002034,O2 Czech Republic,telecom,10013.1,2025-03-11,2025-04-18,PO-25597,CC-177,tklimes,0,
INV-002035,O2 Czech Republic,telecom,17545.35,2025-10-02,2025-11-10,,CC-160,msrnec,0,
INV-002036,PPL CZ s.r.o.,logistics,6551.63,2025-03-13,2025-04-22,PO-55588,CC-247,ldvorak,0,
INV-002037,T-Mobile Czech Republic,telecom,9305.43,2025-01-16,2025-02-06,PO-32444,CC-384,kvarga,0,
INV-002038,Google Cloud EMEA,cloud,37844.92,2025-09-09,2025-09-29,PO-61173,CC-208,msrnec,0,
INV-002039,PwC Česká republika,consulting,24755.28,2025-03-04,2025-03-19,PO-37509,CC-332,ldvorak,0,
INV-002040,Microsoft Ireland Operations,cloud,40677.74,2025-10-17,2025-11-11,PO-54216,CC-285,kvarga,0,
INV-002041,Pražská plynárenská a.s.,utilities,21818.77,2025-11-07,2025-12-09,PO-72335,CC-334,msrnec,0,
INV-002042,T-Mobile Czech Republic,telecom,13859.78,2025-03-07,2025-03-30,PO-92526,CC-152,ldvorak,0,
INV-002043,Havel & Partners,legal,34702.42,2025-04-14,2025-05-14,PO-66235,CC-342,tklimes,0,
INV-002044,Havel & Partners,legal,29550.09,2025-08-25,2025-09-09,PO-11500,CC-247,ldvorak,0,
INV-002045,Deloitte Advisory s.r.o.,consulting,72381.5,2025-09-05,2025-10-01,PO-47897,CC-321,ldvorak,0,
INV-002046,Pražská plynárenská a.s.,utilities,19837.62,2025-05-22,2025-06-12,PO-51060,CC-234,jnovak,0,
INV-002047,ČSA a.s.,travel,21845.97,2025-05-16,2025-06-13,PO-84586,CC-376,kvarga,0,
INV-002048,JetBrains s.r.o.,software,10649.3,2025-05-09,2025-06-20,PO-81895,CC-259,ldvorak,0,
INV-002049,Google Cloud EMEA,cloud,37208.29,2025-03-31,2025-04-30,PO-20777,CC-268,jnovak,0,
INV-002050,O2 Czech Republic,telecom,10368.31,2025-11-10,2025-12-21,PO-22720,CC-288,ldvorak,0,
INV-002051,Booking.com,travel,2119.25,2025-09-04,2025-09-18,PO-42714,CC-398,ldvorak,0,
INV-002052,DHL Express,logistics,25115.52,2025-02-25,2025-04-04,PO-78267,CC-328,msrnec,0,
INV-002053,Engie Services a.s.,facility,31757.72,2025-07-10,2025-08-11,PO-20853,CC-252,tklimes,0,
INV-002054,AWS EMEA SARL,cloud,41979.81,2025-07-14,2025-08-23,PO-61259,CC-382,kvarga,0,
INV-002055,Engie Services a.s.,facility,17030.59,2025-03-03,2025-04-09,PO-15215,CC-329,msrnec,0,
INV-002056,ČEZ Distribuce a.s.,utilities,51306.23,2025-07-07,2025-08-20,PO-82448,CC-152,ldvorak,0,
INV-002057,Deloitte Advisory s.r.o.,consulting,89681.85,2025-06-06,2025-07-17,PO-12583,CC-277,tklimes,0,
INV-002058,Lagardère Travel Retail,travel,11836.86,2025-09-08,2025-10-07,PO-43479,CC-126,ldvorak,0,
INV-002059,Alza.cz a.s.,office_supply,7526.8,2025-09-04,2025-09-26,PO-22267,CC-284,msrnec,0,
INV-002060,Grafton Recruitment,hr_services,76727.39,2025-05-26,2025-06-19,PO-46333,CC-350,msrnec,0,
INV-002061,Kinstellar s.r.o.,legal,53516.01,2025-11-05,2025-12-03,PO-47297,CC-337,jnovak,0,
INV-002062,Office Depot s.r.o.,office_supply,3929.54,2025-04-23,2025-05-26,PO-32002,CC-203,msrnec,0,
INV-002063,Havel & Partners,legal,79615.42,2025-03-13,2025-03-28,PO-64724,CC-370,msrnec,0,
INV-002064,Red Hat Czech s.r.o.,software,113111.38,2025-07-18,2025-08-01,PO-94237,CC-361,msrnec,0,
INV-002065,Manpower Group s.r.o.,hr_services,119403.68,2025-01-29,2025-03-08,PO-91015,CC-228,tklimes,0,
INV-002066,Microsoft Ireland Operations,cloud,46550.19,2025-02-11,2025-03-15,PO-56385,CC-224,msrnec,0,
INV-002067,PPL CZ s.r.o.,logistics,9049.8,2025-11-04,2025-12-04,PO-74806,CC-309,ldvorak,0,
INV-002068,Pražská plynárenská a.s.,utilities,18228.64,2025-07-10,2025-08-22,PO-75169,CC-385,tklimes,0,
INV-002069,DHL Express,logistics,8792.72,2025-05-12,2025-06-08,PO-69508,CC-324,tklimes,0,
INV-002070,ČEZ Distribuce a.s.,utilities,45142.01,2025-01-10,2025-01-28,PO-76590,CC-285,kvarga,0,
INV-002071,Grafton Recruitment,hr_services,100888.52,2025-02-12,2025-03-15,PO-94813,CC-128,tklimes,0,
INV-002072,Kinstellar s.r.o.,legal,63703.68,2025-10-16,2025-11-13,PO-32212,CC-308,kvarga,0,
INV-002073,DHL Express,logistics,22630.81,2025-03-20,2025-04-09,PO-29720,CC-370,tklimes,0,
INV-002074,Havel & Partners,legal,30193.48,2025-07-18,2025-08-09,PO-72704,CC-378,kvarga,0,
INV-002075,Kinstellar s.r.o.,legal,64000.29,2025-02-19,2025-03-26,,CC-131,tklimes,0,
INV-002076,PwC Česká republika,consulting,56008.58,2025-06-03,2025-06-18,PO-70030,CC-383,kvarga,0,
INV-002077,Pražská plynárenská a.s.,utilities,21258.02,2025-09-29,2025-10-13,PO-75399,CC-311,ldvorak,0,
INV-002078,AWS EMEA SARL,cloud,63641.63,2025-01-24,2025-02-08,,CC-202,ldvorak,0,
INV-002079,DHL Express,logistics,17285.57,2025-03-20,2025-04-12,PO-93380,CC-191,jnovak,0,
INV-002080,Alza.cz a.s.,office_supply,7081.52,2025-05-28,2025-06-11,PO-70088,CC-151,kvarga,0,
INV-002081,JetBrains s.r.o.,software,10658.52,2025-12-08,2026-01-08,PO-58487,CC-390,msrnec,0,
INV-002082,Havel & Partners,legal,80054.46,2025-05-02,2025-06-05,PO-59668,CC-349,ldvorak,0,
INV-002083,Pražská plynárenská a.s.,utilities,25391.3,2025-05-06,2025-05-24,PO-17417,CC-120,msrnec,0,
INV-002084,Booking.com,travel,10218.88,2025-08-13,2025-09-07,PO-28523,CC-118,ldvorak,0,
INV-002085,Microsoft Ireland Operations,cloud,56700.49,2025-12-10,2026-01-13,PO-41498,CC-255,ldvorak,0,
INV-002086,T-Mobile Czech Republic,telecom,12588.9,2025-05-15,2025-06-14,PO-21654,CC-198,ldvorak,0,
INV-002087,O2 Czech Republic,telecom,12226.86,2025-05-07,2025-06-03,PO-69627,CC-378,tklimes,0,
INV-002088,AWS EMEA SARL,cloud,56866.2,2025-10-01,2025-11-07,PO-99363,CC-177,jnovak,0,
INV-002089,JetBrains s.r.o.,software,12939.79,2025-09-04,2025-09-24,PO-80383,CC-122,kvarga,0,
INV-002090,Grafton Recruitment,hr_services,95263.65,2025-06-06,2025-06-25,PO-98684,CC-233,tklimes,0,
INV-002091,Grafton Recruitment,hr_services,84909.29,2025-09-20,2025-10-20,PO-69829,CC-178,tklimes,1,off_hours
INV-002092,Lagardère Travel Retail,travel,14776.67,2025-07-22,2025-08-22,PO-23887,CC-261,tklimes,0,
INV-002093,Manpower Group s.r.o.,hr_services,115935.51,2025-11-26,2025-12-16,PO-67813,CC-109,msrnec,0,
INV-002094,O2 Czech Republic,telecom,10881.27,2025-12-05,2025-12-19,PO-62004,CC-313,tklimes,0,
INV-002095,Havel & Partners,legal,60581.79,2025-11-07,2025-12-08,PO-70483,CC-148,kvarga,0,
INV-002096,Manpower Group s.r.o.,hr_services,24214.16,2025-03-18,2025-04-04,PO-27830,CC-226,tklimes,0,
INV-002097,Makro Cash & Carry,catering,2007.15,2025-01-07,2025-02-05,PO-93725,CC-316,msrnec,0,
INV-002098,Grafton Recruitment,hr_services,163694.33,2025-02-05,2025-03-06,PO-34729,CC-358,kvarga,0,
INV-002099,PPL CZ s.r.o.,logistics,6622.98,2025-04-04,2025-05-18,PO-93474,CC-131,ldvorak,0,
INV-002100,Kinstellar s.r.o.,legal,48479.29,2025-03-03,2025-04-06,PO-35523,CC-137,msrnec,0,
INV-002101,Grafton Recruitment,hr_services,103275.96,2025-01-07,2025-02-14,PO-82720,CC-177,ldvorak,0,
INV-002102,Grafton Recruitment,hr_services,94137.45,2025-08-27,2025-09-10,PO-85379,CC-379,jnovak,0,
INV-002103,JetBrains s.r.o.,software,10118.6,2025-05-14,2025-06-18,PO-10392,CC-287,tklimes,0,
INV-002104,Lagardère Travel Retail,travel,17564.69,2025-06-23,2025-08-04,PO-57730,CC-297,kvarga,0,
INV-002105,PwC Česká republika,consulting,146447.38,2025-10-30,2025-12-07,PO-13066,CC-361,tklimes,0,
INV-002106,PPL CZ s.r.o.,logistics,15765.92,2025-09-17,2025-10-13,PO-10781,CC-224,jnovak,0,
INV-002107,Engie Services a.s.,facility,27208.72,2025-04-25,2025-05-18,PO-90159,CC-331,tklimes,0,
INV-002108,Havel & Partners,legal,56047.44,2025-03-31,2025-04-17,PO-68897,CC-241,ldvorak,0,
INV-002109,Microsoft Ireland Operations,cloud,30345.05,2025-06-04,2025-07-06,,CC-114,jnovak,0,
INV-002110,PPL CZ s.r.o.,logistics,8917.0,2025-05-05,2025-05-22,PO-46234,CC-205,tklimes,0,
INV-002111,ČEZ Distribuce a.s.,utilities,45784.02,2025-09-02,2025-10-16,PO-54713,CC-390,jnovak,0,
INV-002112,Lagardère Travel Retail,travel,3084.61,2025-01-09,2025-02-11,PO-16153,CC-249,kvarga,0,
INV-002113,Red Hat Czech s.r.o.,software,68934.28,2025-03-31,2025-04-26,PO-12446,CC-232,ldvorak,0,
INV-002114,JetBrains s.r.o.,software,9351.84,2025-08-08,2025-09-03,PO-23640,CC-365,msrnec,0,
INV-002115,KPMG Česká republika,consulting,41501.62,2025-08-21,2025-09-18,PO-89735,CC-331,ldvorak,0,
INV-002116,DHL Express,logistics,11806.37,2025-03-13,2025-04-06,PO-43948,CC-330,msrnec,0,
INV-002117,Makro Cash & Carry,catering,12433.84,2025-12-05,2026-01-17,PO-96947,CC-224,msrnec,0,
INV-002118,T-Mobile Czech Republic,telecom,7348.53,2025-03-06,2025-04-06,PO-93310,CC-282,jnovak,0,
INV-002119,Lagardère Travel Retail,travel,19002.16,2025-04-01,2025-05-06,PO-20564,CC-221,msrnec,0,
INV-002120,Lagardère Travel Retail,travel,13653.11,2025-07-28,2025-08-27,PO-99913,CC-123,ldvorak,0,
INV-002121,Red Hat Czech s.r.o.,software,94708.99,2025-09-01,2025-10-15,PO-38769,CC-379,msrnec,0,
INV-002122,PwC Česká republika,consulting,35617.58,2025-12-30,2026-01-20,PO-92156,CC-384,jnovak,0,
INV-002123,Makro Cash & Carry,catering,12665.13,2025-04-25,2025-05-13,PO-42706,CC-366,ldvorak,0,
INV-002124,Alza.cz a.s.,office_supply,7434.29,2025-04-02,2025-04-16,PO-47248,CC-234,msrnec,0,
INV-002125,AWS EMEA SARL,cloud,53968.62,2025-03-12,2025-04-19,PO-98978,CC-128,kvarga,0,
INV-002126,DHL Express,logistics,9119.73,2025-09-19,2025-10-19,PO-26272,CC-111,jnovak,0,
INV-002127,Engie Services a.s.,facility,32713.3,2025-07-29,2025-09-01,PO-24107,CC-105,jnovak,0,
INV-002128,Booking.com,travel,13212.15,2025-04-16,2025-04-30,PO-75136,CC-397,ldvorak,0,
INV-002129,Grafton Recruitment,hr_services,85879.02,2025-02-18,2025-03-30,PO-40001,CC-384,msrnec,0,
INV-002130,Booking.com,travel,8516.0,2025-01-06,2025-02-13,PO-45424,CC-224,tklimes,0,
INV-002131,PwC Česká republika,consulting,125664.6,2025-12-09,2026-01-21,PO-47195,CC-225,ldvorak,0,
INV-002132,AWS EMEA SARL,cloud,41490.79,2025-06-27,2025-07-26,PO-44978,CC-214,jnovak,0,
INV-002133,Google Cloud EMEA,cloud,35003.25,2025-07-31,2025-08-17,PO-56347,CC-141,tklimes,0,
INV-002134,Engie Services a.s.,facility,36630.31,2025-12-08,2026-01-02,PO-21588,CC-135,ldvorak,0,
INV-002135,Booking.com,travel,6196.19,2025-04-29,2025-06-09,PO-40806,CC-376,ldvorak,0,
INV-002136,Manpower Group s.r.o.,hr_services,85805.54,2025-04-03,2025-05-11,PO-32507,CC-103,jnovak,0,
INV-002137,Alza.cz a.s.,office_supply,3316.42,2025-01-22,2025-02-22,PO-48623,CC-281,tklimes,0,
INV-002138,O2 Czech Republic,telecom,10871.54,2025-10-30,2025-11-14,PO-78437,CC-262,msrnec,0,
INV-002139,Lagardère Travel Retail,travel,11559.73,2025-05-21,2025-06-25,PO-69730,CC-202,msrnec,0,
INV-002140,Manpower Group s.r.o.,hr_services,95050.79,2025-08-05,2025-09-02,PO-32903,CC-290,msrnec,0,
INV-002141,Pražská plynárenská a.s.,utilities,14650.15,2025-12-17,2026-01-20,PO-19652,CC-395,ldvorak,0,
INV-002142,ČSA a.s.,travel,12414.03,2025-05-28,2025-06-20,PO-60229,CC-384,msrnec,0,
INV-002143,T-Mobile Czech Republic,telecom,14075.95,2025-06-23,2025-07-18,PO-91925,CC-360,jnovak,0,
INV-002144,ČSA a.s.,travel,23871.38,2025-03-25,2025-04-14,PO-14836,CC-206,ldvorak,0,
INV-002145,Red Hat Czech s.r.o.,software,98222.9,2025-12-03,2025-12-29,PO-22379,CC-146,jnovak,0,
INV-002146,Engie Services a.s.,facility,22429.7,2025-05-13,2025-06-21,PO-92399,CC-134,msrnec,0,
INV-002147,JetBrains s.r.o.,software,5271.91,2025-06-25,2025-07-21,PO-80629,CC-214,kvarga,0,
INV-002148,Alza.cz a.s.,office_supply,6495.86,2025-10-01,2025-10-24,PO-64477,CC-230,jnovak,0,
INV-002149,Office Depot s.r.o.,office_supply,3639.13,2025-10-04,2025-11-13,PO-17946,CC-144,ldvorak,1,off_hours
INV-002150,Lagardère Travel Retail,travel,10712.36,2025-04-22,2025-05-24,PO-10694,CC-133,msrnec,0,
INV-002151,Pražská plynárenská a.s.,utilities,18225.8,2025-04-12,2025-05-18,PO-99110,CC-139,ldvorak,1,off_hours
INV-002152,Red Hat Czech s.r.o.,software,98965.08,2025-06-17,2025-07-21,PO-29577,CC-143,ldvorak,0,
INV-002153,Red Hat Czech s.r.o.,software,80698.29,2025-07-31,2025-09-08,PO-16304,CC-357,ldvorak,0,
INV-002154,Microsoft Ireland Operations,cloud,41625.93,2025-01-02,2025-01-30,PO-48236,CC-318,kvarga,0,
INV-002155,Booking.com,travel,4375.97,2025-04-07,2025-05-07,PO-84934,CC-113,msrnec,0,
INV-002156,Havel & Partners,legal,53610.39,2025-12-09,2026-01-16,PO-67807,CC-304,jnovak,0,
INV-002157,ČSA a.s.,travel,41791.25,2025-06-02,2025-06-23,PO-58530,CC-255,jnovak,0,
INV-002158,Office Depot s.r.o.,office_supply,3876.86,2025-03-05,2025-03-28,PO-62345,CC-396,kvarga,0,
INV-002159,Alza.cz a.s.,office_supply,7023.97,2025-06-23,2025-07-19,,CC-332,ldvorak,0,
INV-002160,Google Cloud EMEA,cloud,34882.97,2025-02-10,2025-02-28,PO-36529,CC-190,jnovak,0,
INV-002161,Lagardère Travel Retail,travel,1530.97,2025-11-11,2025-12-09,,CC-140,jnovak,0,
INV-002162,Havel & Partners,legal,82396.4,2025-03-27,2025-05-05,PO-55296,CC-332,jnovak,0,
INV-002163,KPMG Česká republika,consulting,72142.11,2025-09-15,2025-10-14,PO-87593,CC-383,kvarga,0,
INV-002164,Office Depot s.r.o.,office_supply,5604.64,2025-08-08,2025-09-10,PO-71158,CC-346,tklimes,0,
INV-002165,Havel & Partners,legal,61516.57,2025-08-29,2025-09-26,PO-28005,CC-166,ldvorak,0,
INV-002166,Alza.cz a.s.,office_supply,10679.39,2025-06-20,2025-07-26,PO-43790,CC-376,jnovak,0,
INV-002167,Manpower Group s.r.o.,hr_services,121208.5,2025-09-05,2025-10-03,PO-96360,CC-372,jnovak,0,
INV-002168,JetBrains s.r.o.,software,9739.1,2025-04-22,2025-05-06,PO-47077,CC-176,ldvorak,0,
INV-002169,Booking.com,travel,9729.24,2025-02-21,2025-03-08,PO-88864,CC-181,ldvorak,0,
INV-002170,Manpower Group s.r.o.,hr_services,61342.97,2025-03-24,2025-04-27,PO-42525,CC-365,ldvorak,0,
INV-002171,JetBrains s.r.o.,software,1617.58,2025-02-21,2025-03-18,PO-42034,CC-106,kvarga,0,
INV-002172,Alza.cz a.s.,office_supply,7660.59,2025-12-17,2026-01-01,PO-32117,CC-368,jnovak,0,
INV-002173,Google Cloud EMEA,cloud,14005.53,2025-08-13,2025-09-17,PO-42551,CC-168,kvarga,0,
INV-002174,ČEZ Distribuce a.s.,utilities,57526.31,2025-08-18,2025-09-17,PO-22904,CC-374,tklimes,0,
INV-002175,Booking.com,travel,4713.66,2025-07-16,2025-07-31,PO-18347,CC-263,msrnec,0,
INV-002176,Microsoft Ireland Operations,cloud,34280.85,2025-04-08,2025-05-05,PO-53008,CC-281,msrnec,0,
INV-002177,Makro Cash & Carry,catering,6126.58,2025-12-01,2025-12-25,PO-50890,CC-286,kvarga,0,
INV-002178,AWS EMEA SARL,cloud,45396.82,2025-02-28,2025-04-12,PO-97769,CC-232,jnovak,0,
INV-002179,Grafton Recruitment,hr_services,84542.48,2025-05-15,2025-06-22,PO-22870,CC-148,tklimes,0,
INV-002180,AdHoc Trading s.r.o. #1402,consulting,246895.14,2025-12-02,2026-01-10,PO-23698,CC-247,tklimes,1,new_vendor_high
INV-002181,KPMG Česká republika,consulting,76376.99,2025-02-27,2025-03-27,PO-93044,CC-335,ldvorak,0,
INV-002182,Office Depot s.r.o.,office_supply,2827.24,2025-02-13,2025-03-10,PO-72360,CC-379,kvarga,0,
INV-002183,Pražská plynárenská a.s.,utilities,18816.65,2025-08-27,2025-09-30,PO-27663,CC-257,msrnec,0,
INV-002184,Manpower Group s.r.o.,hr_services,135261.15,2025-10-09,2025-11-02,PO-50139,CC-267,kvarga,0,
INV-002185,Booking.com,travel,12113.67,2025-12-11,2025-12-31,PO-50470,CC-155,ldvorak,0,
INV-002186,KPMG Česká republika,consulting,93495.79,2025-09-25,2025-10-13,,CC-321,ldvorak,0,
INV-002187,AWS EMEA SARL,cloud,35902.38,2025-04-08,2025-05-06,PO-89308,CC-199,ldvorak,0,
INV-002188,Makro Cash & Carry,catering,11979.38,2025-10-17,2025-11-19,PO-41572,CC-112,kvarga,0,
INV-002189,PwC Česká republika,consulting,42227.93,2025-05-27,2025-07-07,PO-86548,CC-196,tklimes,0,
INV-002190,Engie Services a.s.,facility,22283.97,2025-02-21,2025-04-06,PO-83301,CC-388,kvarga,0,
INV-002191,T-Mobile Czech Republic,telecom,11305.45,2025-12-09,2026-01-15,PO-11255,CC-387,kvarga,0,
INV-002192,Makro Cash & Carry,catering,4843.77,2025-07-25,2025-08-31,PO-60585,CC-286,kvarga,0,
INV-002193,PwC Česká republika,consulting,108863.75,2025-07-04,2025-08-06,PO-25090,CC-216,kvarga,0,
INV-002194,Red Hat Czech s.r.o.,software,87156.31,2025-07-02,2025-07-23,PO-60794,CC-308,kvarga,0,
INV-002195,JetBrains s.r.o.,software,9193.3,2025-06-03,2025-07-09,PO-63365,CC-315,ldvorak,0,
INV-002196,O2 Czech Republic,telecom,14591.6,2025-10-01,2025-10-31,PO-29440,CC-268,kvarga,0,
INV-002197,Google Cloud EMEA,cloud,31146.39,2025-07-07,2025-08-19,PO-69286,CC-262,ldvorak,0,
INV-002198,Grafton Recruitment,hr_services,95696.95,2025-04-25,2025-05-29,PO-92077,CC-371,kvarga,0,
INV-002199,T-Mobile Czech Republic,telecom,8429.83,2025-10-30,2025-12-09,PO-14799,CC-297,ldvorak,0,
INV-002200,Engie Services a.s.,facility,32206.71,2025-04-28,2025-05-15,PO-62886,CC-247,kvarga,0,
INV-002201,Kinstellar s.r.o.,legal,72782.44,2025-05-02,2025-06-13,PO-24432,CC-158,jnovak,0,
INV-002202,Office Depot s.r.o.,office_supply,2773.82,2025-08-21,2025-09-30,PO-40942,CC-186,tklimes,0,
INV-002203,Booking.com,travel,4747.43,2025-09-05,2025-10-09,PO-81153,CC-323,msrnec,0,
INV-002204,T-Mobile Czech Republic,telecom,7205.48,2025-09-22,2025-10-08,,CC-252,msrnec,0,
INV-002205,Kinstellar s.r.o.,legal,69064.0,2025-06-07,2025-07-09,PO-69786,CC-117,ldvorak,1,off_hours
INV-002206,T-Mobile Czech Republic,telecom,11767.2,2025-09-16,2025-09-30,PO-80782,CC-384,msrnec,0,
INV-002207,T-Mobile Czech Republic,telecom,62405.83,2025-10-07,2025-11-04,PO-75603,CC-384,ldvorak,1,amount_outlier
INV-002208,Alza.cz a.s.,office_supply,500.0,2025-07-24,2025-09-04,PO-53254,CC-152,ldvorak,0,
INV-002209,DHL Express,logistics,15100.04,2025-08-20,2025-09-21,PO-92211,CC-380,kvarga,0,
INV-002210,Havel & Partners,legal,80749.35,2025-07-11,2025-08-10,PO-20137,CC-302,jnovak,0,
INV-002211,KPMG Česká republika,consulting,80061.6,2025-10-23,2025-11-12,PO-53442,CC-233,ldvorak,0,
INV-002212,Booking.com,travel,5957.85,2025-07-15,2025-08-21,PO-59766,CC-153,jnovak,0,
INV-002213,Deloitte Advisory s.r.o.,consulting,36822.57,2025-02-06,2025-03-14,PO-18235,CC-313,tklimes,0,
INV-002214,Pražská plynárenská a.s.,utilities,19753.85,2025-08-22,2025-09-07,PO-16775,CC-194,msrnec,0,
INV-002215,KPMG Česká republika,consulting,64075.6,2025-10-03,2025-10-22,PO-50049,CC-103,ldvorak,0,
INV-002216,Makro Cash & Carry,catering,3295.74,2025-10-29,2025-11-25,PO-55128,CC-304,kvarga,0,
INV-002217,DHL Express,logistics,3152.19,2025-02-20,2025-04-03,PO-80735,CC-135,msrnec,0,
INV-002218,PwC Česká republika,consulting,96942.06,2025-08-27,2025-09-27,PO-59032,CC-396,kvarga,0,
INV-002219,T-Mobile Czech Republic,telecom,9524.99,2025-12-09,2025-12-27,PO-54605,CC-233,jnovak,0,
INV-002220,Google Cloud EMEA,cloud,12231.01,2025-12-01,2025-12-29,PO-87168,CC-172,ldvorak,0,
INV-002221,Google Cloud EMEA,cloud,9610.42,2025-12-19,2026-01-12,PO-56232,CC-323,ldvorak,0,
INV-002222,ČEZ Distribuce a.s.,utilities,43648.57,2025-05-28,2025-06-22,PO-65029,CC-145,msrnec,0,
INV-002223,DHL Express,logistics,9989.94,2025-09-10,2025-10-21,PO-74402,CC-156,tklimes,0,
INV-002224,Lagardère Travel Retail,travel,13806.91,2025-05-15,2025-06-21,PO-38877,CC-301,msrnec,0,
INV-002225,Red Hat Czech s.r.o.,software,100495.05,2025-01-15,2025-02-08,PO-34564,CC-307,jnovak,0,
INV-002226,Office Depot s.r.o.,office_supply,4989.33,2025-08-07,2025-09-11,PO-28982,CC-168,msrnec,0,
INV-002227,AWS EMEA SARL,cloud,28793.22,2025-05-06,2025-06-03,PO-33548,CC-103,ldvorak,0,
INV-002228,T-Mobile Czech Republic,telecom,9011.53,2025-04-01,2025-04-27,PO-80015,CC-374,tklimes,0,
INV-002229,Red Hat Czech s.r.o.,software,93539.3,2025-01-13,2025-02-19,PO-25087,CC-102,jnovak,0,
INV-002230,Engie Services a.s.,facility,38938.61,2025-07-02,2025-07-22,PO-46285,CC-307,jnovak,0,
INV-002231,KPMG Česká republika,consulting,54249.46,2025-04-11,2025-05-11,PO-66186,CC-306,tklimes,0,
INV-002232,Engie Services a.s.,facility,24529.22,2025-04-07,2025-05-16,PO-32221,CC-296,msrnec,0,
INV-002233,Pražská plynárenská a.s.,utilities,17747.64,2025-08-12,2025-09-12,PO-79235,CC-301,jnovak,0,
INV-002234,O2 Czech Republic,telecom,8595.87,2025-06-16,2025-07-01,PO-39095,CC-123,tklimes,0,
INV-002235,Booking.com,travel,9031.32,2025-01-31,2025-02-14,PO-74908,CC-315,ldvorak,0,
INV-002236,Alza.cz a.s.,office_supply,5009.83,2025-01-16,2025-02-28,PO-43666,CC-319,msrnec,0,
INV-002237,AWS EMEA SARL,cloud,8729.36,2025-07-16,2025-08-05,PO-71123,CC-135,ldvorak,0,
INV-002238,Lagardère Travel Retail,travel,8588.87,2025-03-24,2025-04-10,PO-53237,CC-202,ldvorak,0,
INV-002239,Kinstellar s.r.o.,legal,40577.29,2025-01-16,2025-02-06,PO-59343,CC-343,kvarga,0,
INV-002240,PwC Česká republika,consulting,78934.08,2025-05-29,2025-06-30,,CC-322,jnovak,0,
INV-002241,Office Depot s.r.o.,office_supply,5195.7,2025-07-21,2025-08-16,PO-92257,CC-151,ldvorak,0,
INV-002242,ČSA a.s.,travel,18654.94,2025-01-24,2025-02-18,PO-30709,CC-138,kvarga,0,
INV-002243,Deloitte Advisory s.r.o.,consulting,77941.76,2025-12-02,2026-01-01,PO-18037,CC-334,ldvorak,0,
INV-002244,Lagardère Travel Retail,travel,15890.88,2025-08-12,2025-09-16,PO-56506,CC-260,ldvorak,0,
INV-002245,O2 Czech Republic,telecom,12997.65,2025-11-13,2025-12-26,PO-92981,CC-105,ldvorak,0,
INV-002246,AWS EMEA SARL,cloud,57662.93,2025-12-18,2026-01-21,PO-78334,CC-343,msrnec,0,
INV-002247,Makro Cash & Carry,catering,138739.39,2025-08-28,2025-10-09,,CC-301,jnovak,1,missing_po
INV-002248,Deloitte Advisory s.r.o.,consulting,84924.42,2025-09-29,2025-10-28,PO-24230,CC-325,ldvorak,0,
INV-002249,Microsoft Ireland Operations,cloud,21404.03,2025-11-07,2025-12-16,PO-93602,CC-253,msrnec,0,
INV-002250,T-Mobile Czech Republic,telecom,9173.33,2025-04-17,2025-05-07,PO-60443,CC-334,msrnec,0,
INV-002251,Havel & Partners,legal,56627.36,2025-01-29,2025-03-10,PO-15761,CC-223,tklimes,0,
INV-002252,JetBrains s.r.o.,software,9976.81,2025-01-02,2025-02-03,PO-20415,CC-354,ldvorak,0,
INV-002253,Pražská plynárenská a.s.,utilities,21702.58,2025-09-12,2025-10-18,PO-21464,CC-299,ldvorak,0,
INV-002254,DHL Express,logistics,10837.67,2025-12-17,2026-01-16,PO-81434,CC-200,kvarga,0,
INV-002255,T-Mobile Czech Republic,telecom,6495.55,2025-01-06,2025-01-29,PO-77176,CC-292,msrnec,0,
INV-002256,O2 Czech Republic,telecom,14227.3,2025-04-07,2025-05-01,PO-59263,CC-293,msrnec,0,
INV-002257,Havel & Partners,legal,79342.79,2025-01-17,2025-02-25,PO-72923,CC-397,tklimes,0,
INV-002258,Booking.com,travel,11195.9,2025-12-02,2026-01-05,PO-19372,CC-150,tklimes,0,
INV-002259,DHL Express,logistics,18377.69,2025-08-05,2025-09-02,PO-52967,CC-198,jnovak,0,
INV-002260,Manpower Group s.r.o.,hr_services,122917.8,2025-05-27,2025-06-14,PO-85139,CC-210,kvarga,0,
INV-002261,Red Hat Czech s.r.o.,software,91423.45,2025-10-02,2025-11-08,PO-23789,CC-370,ldvorak,0,
INV-002262,Grafton Recruitment,hr_services,102535.16,2025-07-28,2025-08-14,PO-89811,CC-363,ldvorak,0,
INV-002263,Microsoft Ireland Operations,cloud,38298.34,2025-03-26,2025-04-14,PO-58392,CC-234,msrnec,0,
INV-002264,JetBrains s.r.o.,software,10905.14,2025-12-23,2026-01-18,PO-13544,CC-309,msrnec,0,
